TF TG
16899 Trp53 Snx3
16900 Trp53 Sox4
16901 Trp53 Sqstm1
16902 Trp53 Srp14
16903 Trp53 Srsf5
16904 Trp53 St13
16905 Trp53 Supt5
16906 Trp53 Syap1
16907 Trp53 Syf2
16908 Trp53 Taldo1
16909 Trp53 Tax1bp1
16910 Trp53 Tes
16911 Trp53 Tjp2
16912 Trp53 Tnfrsf12a
16913 Trp53 Tnip3
16914 Trp53 Tpd52
16915 Trp53 Tpm1
16916 Trp53 Tpm3
16917 Trp53 Tpm3-rs7
16918 Trp53 Tra2b
16919 Trp53 Trappc4
16920 Trp53 Tspo
16921 Trp53 Ttc1
16922 Trp53 Txnl1
16923 Trp53 Txnrd1
16924 Trp53 Ubc
16925 Trp53 Ube2d3
16926 Trp53 Ube2r2
16927 Trp53 Ubxn1
16928 Trp53 Ubxn2a
16929 Trp53 Utp3
16930 Trp53 Vdac2
16931 Trp53 Vmp1
16932 Trp53 Vps36
16933 Trp53 Ywhab
16934 Trp53 Ywhah
16935 Trp53 Zcrb1
16936 Trp53 Zfand5
16937 Trp53 Zfp36l1
16938 Trp53 Anxa3
16939 Trp53 Cdc42
16940 Trp53 Eef1a1
16941 Trp53 Eif2s2
16942 Trp53 Fkbp3
16943 Trp53 Fus
16944 Trp53 Hsp90aa1
16945 Trp53 Hspa9
16946 Trp53 Ik
16947 Trp53 Lgals3
16948 Trp53 Ncl
16949 Trp53 Nfkbia
16950 Trp53 Npm1
16951 Trp53 Pfn1
16952 Trp53 Psmd11
16953 Trp53 Serpinb9
16954 Trp53 Sfn
16955 Trp53 Stub1
16956 Trp53 Tsg101
16957 Trp53 Ubb
16958 Trp53 Ube2k
16959 Trp53 Ywhaz
16960 Trp53 Krt19
16961 Trp53 Eif3g
16962 Trp53 Arpp19
16963 Trp53 Cast
16964 Trp53 Cdc123
16965 Trp53 Gapdh
16966 Trp53 Hspa8
16967 Trp53 Iws1
16968 Trp53 Krt8
16969 Trp53 Las1l
16970 Trp53 Myl12b
16971 Trp53 Myl12a
16972 Trp53 Pkm
16973 Trp53 Pnn
16974 Trp53 Psma2
16975 Trp53 Psma6
16976 Trp53 Psmd7
16977 Trp53 Ranbp1
16978 Trp53 Rpl13a
16979 Trp53 Tcf25
16980 Trp53 Tmem59
16981 Trp53 Txndc17
16982 Trp53 Ube2b
16983 Trp53 Wbp4
16984 Trp53 Hspa5
16985 Trp53 Mtdh
16986 Trp53 Pomp
16987 Trp53 Psmc1
16988 Trp53 Areg
16989 Trp53 Mal
16990 Trp53 Plin2
16991 Trp53 Sh3glb1
16992 Trp53 Tspan8
16993 Trp53 Bnip3l
16994 Trp53 BC005537
16995 Trp53 Etf1
16996 Trp53 Hnrnpa2b1
16997 Trp53 Pabpc1
16998 Trp53 Pafah1b1
16999 Trp53 Uqcrb
17000 Trp53 Cgn
17001 Trp53 Kras
17002 Trp53 Map1lc3b
17003 Trp53 Rpl38
17004 Trp53 Rps8
17005 Trp53 S100a11
17006 Trp53 Sparc
17007 Trp53 Ssb
17008 Kdm1a Acbd5
17009 Kdm1a Actb
17010 Kdm1a Actg1
17011 Kdm1a Actn1
17012 Kdm1a Ahnak
17013 Kdm1a Ano6
17014 Kdm1a Anxa2
17015 Kdm1a Anxa7
17016 Kdm1a Arf1
17017 Kdm1a Arl1
17018 Kdm1a Arpc2
17019 Kdm1a Arpc5
17020 Kdm1a Arpp19
17021 Kdm1a Atp6v0b
17022 Kdm1a Atp6v0e
17023 Kdm1a Atp6v1d
17024 Kdm1a B2m
17025 Kdm1a Bnip2
17026 Kdm1a Bnip3l
17027 Kdm1a Brd4
17028 Kdm1a Bzw1
17029 Kdm1a Cacybp
17030 Kdm1a Calm1
17031 Kdm1a Calm2
17032 Kdm1a Calr
17033 Kdm1a Canx
17034 Kdm1a Capns1
17035 Kdm1a Cast
17036 Kdm1a Ccdc25
17037 Kdm1a Ccnd1
17038 Kdm1a Ccnd2
17039 Kdm1a Ccng1
17040 Kdm1a Ccnl1
17041 Kdm1a Cct2
17042 Kdm1a Cct4
17043 Kdm1a Cd2ap
17044 Kdm1a Cd47
17045 Kdm1a Cd63
17046 Kdm1a Cdc123
17047 Kdm1a Cdc42
17048 Kdm1a Cdkn1a
17049 Kdm1a Chmp2a
17050 Kdm1a Clic4
17051 Kdm1a Clip1
17052 Kdm1a Clta
17053 Kdm1a Cltb
17054 Kdm1a Clu
17055 Kdm1a Cnbp
17056 Kdm1a Cnn2
17057 Kdm1a Comt
17058 Kdm1a Copb1
17059 Kdm1a Cox5a
17060 Kdm1a Cox5b
17061 Kdm1a Cox6a1
17062 Kdm1a Cryab
17063 Kdm1a Csnk1a1
17064 Kdm1a Cstb
17065 Kdm1a Ctnna1
17066 Kdm1a Ctsl
17067 Kdm1a Cwc15
17068 Kdm1a Cycs
17069 Kdm1a Cystm1
17070 Kdm1a Ddx21
17071 Kdm1a Ddx3x
17072 Kdm1a Dnaja2
17073 Kdm1a Dnajc2
17074 Kdm1a Dnajc5
17075 Kdm1a Dnajc8
17076 Kdm1a Dnase2a
17077 Kdm1a Dstn
17078 Kdm1a Dync1i2
17079 Kdm1a Edf1
17080 Kdm1a Eef1a1
17081 Kdm1a Ehd4
17082 Kdm1a Eif4g2
17083 Kdm1a Eif5a
17084 Kdm1a Emc4
17085 Kdm1a Emc7
17086 Kdm1a Esd
17087 Kdm1a Etf1
17088 Kdm1a Ezr
17089 Kdm1a F11r
17090 Kdm1a Fam104a
17091 Kdm1a Fkbp1a
17092 Kdm1a Fkbp3
17093 Kdm1a Flna
17094 Kdm1a Fnbp1l
17095 Kdm1a Fubp1
17096 Kdm1a Fus
17097 Kdm1a Fxr1
17098 Kdm1a G3bp2
17099 Kdm1a Gadd45b
17100 Kdm1a Ghitm
17101 Kdm1a Gng5
17102 Kdm1a Golga4
17103 Kdm1a Grb2
17104 Kdm1a Gtf2f1
17105 Kdm1a Gtpbp4
17106 Kdm1a H1f0
17107 Kdm1a H3f3b
17108 Kdm1a H2-K1
17109 Kdm1a H2-D1
17110 Kdm1a Hmgn1
17111 Kdm1a Hnrnpc
17112 Kdm1a Hnrnpu
17113 Kdm1a Hsp90aa1
17114 Kdm1a Hsp90ab1
17115 Kdm1a Hspa5
17116 Kdm1a Hspa8
17117 Kdm1a Hspb1
17118 Kdm1a Hspd1
17119 Kdm1a Icam1
17120 Kdm1a Ier3
17121 Kdm1a Jun
17122 Kdm1a Jund
17123 Kdm1a Kif5b
17124 Kdm1a Klf6
17125 Kdm1a Kras
17126 Kdm1a Krt18
17127 Kdm1a Krt8
17128 Kdm1a Laptm4a
17129 Kdm1a Leo1
17130 Kdm1a Lrrc58
17131 Kdm1a Lrrfip2
17132 Kdm1a Lsr
17133 Kdm1a M6pr
17134 Kdm1a Mdh2
17135 Kdm1a Mdm2
17136 Kdm1a Mea1
17137 Kdm1a Metap2
17138 Kdm1a Mfge8
17139 Kdm1a Mif
17140 Kdm1a Morf4l1
17141 Kdm1a Msn
17142 Kdm1a Mtdh
17143 Kdm1a Myl12b
17144 Kdm1a Myl12a
17145 Kdm1a Myl6
17146 Kdm1a Naa15
17147 Kdm1a Nars
17148 Kdm1a Ndufa4
17149 Kdm1a Ndufa5
17150 Kdm1a Ndufb6
17151 Kdm1a Nfkbia
17152 Kdm1a Nme1
17153 Kdm1a Nop58
17154 Kdm1a Npm1
17155 Kdm1a Nptn
17156 Kdm1a Ociad1
17157 Kdm1a Pafah1b1
17158 Kdm1a Mpp5
17159 Kdm1a Pdap1
17160 Kdm1a Pdcd10
17161 Kdm1a Pdcd5
17162 Kdm1a Pdlim1
17163 Kdm1a Pfn1
17164 Kdm1a Phlda1
17165 Kdm1a Pkm
17166 Kdm1a Plin2
17167 Kdm1a Pnn
17168 Kdm1a Pnrc1
17169 Kdm1a Pomp
17170 Kdm1a Ppia
17171 Kdm1a Ppp1r15a
17172 Kdm1a Ppp2r2a
17173 Kdm1a Prdx1
17174 Kdm1a Prpf40a
17175 Kdm1a Psma2
17176 Kdm1a Psma5
17177 Kdm1a Psma6
17178 Kdm1a Psma7
17179 Kdm1a Psmb1
17180 Kdm1a Psmb2
17181 Kdm1a Psmd12
17182 Kdm1a Psmd7
17183 Kdm1a Psmd8
17184 Kdm1a Psme2
17185 Kdm1a Ptp4a2
17186 Kdm1a Ptpn11
17187 Kdm1a Pttg1ip
17188 Kdm1a Rab10
17189 Kdm1a Rab6a
17190 Kdm1a Rac1
17191 Kdm1a Rala
17192 Kdm1a Rap1b
17193 Kdm1a Rnf11
17194 Kdm1a Rpl12
17195 Kdm1a Rpl15
17196 Kdm1a Rpl19
17197 Kdm1a Rpl28
17198 Kdm1a Rpl35
17199 Kdm1a Rps11
17200 Kdm1a Rps27l
17201 Kdm1a Rps5
17202 Kdm1a Rps6
17203 Kdm1a Rps8
17204 Kdm1a Rtn4
17205 Kdm1a S100a10
17206 Kdm1a S100a11
17207 Kdm1a S100a6
17208 Kdm1a Sat1
17209 Kdm1a Sdcbp
17210 Kdm1a Sec62
17211 Kdm1a Serbp1
17212 Kdm1a Serpinb6a
17213 Kdm1a Serpinb9
17214 Kdm1a Sfn
17215 Kdm1a Sfr1
17216 Kdm1a Sh3glb1
17217 Kdm1a Slc25a3
17218 Kdm1a Slk
17219 Kdm1a Slu7
17220 Kdm1a Snrnp70
17221 Kdm1a Snx3
17222 Kdm1a Snx6
17223 Kdm1a Sox4
17224 Kdm1a Srp14
17225 Kdm1a Srsf2
17226 Kdm1a Srsf5
17227 Kdm1a Ssb
17228 Kdm1a Stub1
17229 Kdm1a Supt5
17230 Kdm1a Syap1
17231 Kdm1a Syf2
17232 Kdm1a Taldo1
17233 Kdm1a Tax1bp1
17234 Kdm1a Tcp1
17235 Kdm1a Tes
17236 Kdm1a Tm9sf3
17237 Kdm1a Tmem234
17238 Kdm1a Tmem59
17239 Kdm1a Tmod3
17240 Kdm1a Tnfrsf12a
17241 Kdm1a Trp53
17242 Kdm1a Tpm4
17243 Kdm1a Tuba1c
17244 Kdm1a Txn1
17245 Kdm1a Txnl1
17246 Kdm1a Ubc
17247 Kdm1a Ube2b
17248 Kdm1a Ube2d3
17249 Kdm1a Ube2k
17250 Kdm1a Ube2r2
17251 Kdm1a Ubxn4
17252 Kdm1a Usp16
17253 Kdm1a Utp3
17254 Kdm1a Vdac2
17255 Kdm1a Vps36
17256 Kdm1a Wbp4
17257 Kdm1a Ywhab
17258 Kdm1a Ywhaz
17259 Kdm1a Zcrb1
17260 Kdm1a Zfand5
17261 Kdm1a Zfp36l1
17262 Kdm1a Drap1
17263 Kdm1a Lmna
17264 Kdm1a Tpm1
17265 Kdm1a Cgn
17266 Kdm1a Cldn4
17267 Kdm1a Cyc1
17268 Kdm1a Hnrnpa2b1
17269 Kdm1a Rpl6
17270 Kdm1a Rplp0
17271 Kdm1a Rps19
17272 Kdm1a Txndc9
17273 Nr3c1 Acbd3
17274 Nr3c1 Acbd5
17275 Nr3c1 Actb
17276 Nr3c1 Actg1
17277 Nr3c1 Actn4
17278 Nr3c1 Ahnak
17279 Nr3c1 Akr1b8
17280 Nr3c1 Ano6
17281 Nr3c1 Anxa1
17282 Nr3c1 Anxa2
17283 Nr3c1 Anxa5
17284 Nr3c1 App
17285 Nr3c1 Areg
17286 Nr3c1 Arl1
17287 Nr3c1 Arl4c
17288 Nr3c1 Arpp19
17289 Nr3c1 Atf4
17290 Nr3c1 Atxn10
17291 Nr3c1 B2m
17292 Nr3c1 Bcap31
17293 Nr3c1 Bnip2
17294 Nr3c1 Brd4
17295 Nr3c1 Bzw1
17296 Nr3c1 Cald1
17297 Nr3c1 Calm1
17298 Nr3c1 Calm2
17299 Nr3c1 Capns1
17300 Nr3c1 Cast
17301 Nr3c1 Ccdc25
17302 Nr3c1 Ccnd1
17303 Nr3c1 Ccng1
17304 Nr3c1 Ccnl1
17305 Nr3c1 Cct4
17306 Nr3c1 Cd151
17307 Nr3c1 Cd47
17308 Nr3c1 Cd63
17309 Nr3c1 Cd81
17310 Nr3c1 Cd9
17311 Nr3c1 Cdc42
17312 Nr3c1 Cdcp1
17313 Nr3c1 Cdkn1a
17314 Nr3c1 Ceacam1
17315 Nr3c1 Cgn
17316 Nr3c1 Chd1
17317 Nr3c1 Chmp4b
17318 Nr3c1 Cldn4
17319 Nr3c1 Clic4
17320 Nr3c1 Clic5
17321 Nr3c1 Clip1
17322 Nr3c1 Cltb
17323 Nr3c1 Comt
17324 Nr3c1 Copb1
17325 Nr3c1 Cox5a
17326 Nr3c1 Cox7c
17327 Nr3c1 Crip2
17328 Nr3c1 Cryab
17329 Nr3c1 Csnk1a1
17330 Nr3c1 Ctnna1
17331 Nr3c1 Cycs
17332 Nr3c1 Ddx3x
17333 Nr3c1 Denr
17334 Nr3c1 Dnaja2
17335 Nr3c1 Dnm1l
17336 Nr3c1 Drap1
17337 Nr3c1 Dstn
17338 Nr3c1 Dync1i2
17339 Nr3c1 Eef1a1
17340 Nr3c1 Eif1
17341 Nr3c1 Eif3c
17342 Nr3c1 Eif4g2
17343 Nr3c1 Eif5
17344 Nr3c1 Eif5a
17345 Nr3c1 Emc4
17346 Nr3c1 Emc7
17347 Nr3c1 Ezr
17348 Nr3c1 F3
17349 Nr3c1 Fam104a
17350 Nr3c1 Fermt2
17351 Nr3c1 Fnbp1l
17352 Nr3c1 Ftl1
17353 Nr3c1 Fus
17354 Nr3c1 G3bp2
17355 Nr3c1 Gabarap
17356 Nr3c1 Gadd45b
17357 Nr3c1 Gapdh
17358 Nr3c1 Ghitm
17359 Nr3c1 Gnas
17360 Nr3c1 Gspt1
17361 Nr3c1 Gtpbp4
17362 Nr3c1 H1f0
17363 Nr3c1 H3f3b
17364 Nr3c1 Hnrnpa2b1
17365 Nr3c1 Hnrnpu
17366 Nr3c1 Hsp90aa1
17367 Nr3c1 Hspa5
17368 Nr3c1 Hspa8
17369 Nr3c1 Hspa9
17370 Nr3c1 Hspb1
17371 Nr3c1 Hspd1
17372 Nr3c1 Ier3
17373 Nr3c1 Itgb1
17374 Nr3c1 Jund
17375 Nr3c1 Klf6
17376 Nr3c1 Krt18
17377 Nr3c1 Krt7
17378 Nr3c1 Krt8
17379 Nr3c1 Lamb3
17380 Nr3c1 Lamp1
17381 Nr3c1 Lmna
17382 Nr3c1 Lmo7
17383 Nr3c1 Lpp
17384 Nr3c1 Lrrfip1
17385 Nr3c1 Lrrfip2
17386 Nr3c1 Mal
17387 Nr3c1 Map1lc3b
17388 Nr3c1 Mdh2
17389 Nr3c1 Mdm2
17390 Nr3c1 Mea1
17391 Nr3c1 Mfge8
17392 Nr3c1 Mif
17393 Nr3c1 Morf4l1
17394 Nr3c1 Msn
17395 Nr3c1 Myl12b
17396 Nr3c1 Myl6
17397 Nr3c1 Nars
17398 Nr3c1 Ndnf
17399 Nr3c1 Ndufa4
17400 Nr3c1 Ndufa5
17401 Nr3c1 Ndufb6
17402 Nr3c1 Nfkbia
17403 Nr3c1 Nop58
17404 Nr3c1 Npm1
17405 Nr3c1 Nptn
17406 Nr3c1 Ociad1
17407 Nr3c1 Pabpc1
17408 Nr3c1 Pafah1b1
17409 Nr3c1 Mpp5
17410 Nr3c1 Pdap1
17411 Nr3c1 Pdgfa
17412 Nr3c1 Pdlim1
17413 Nr3c1 Pfn1
17414 Nr3c1 Phlda1
17415 Nr3c1 Phldb2
17416 Nr3c1 Picalm
17417 Nr3c1 Pkm
17418 Nr3c1 Plin2
17419 Nr3c1 Pls3
17420 Nr3c1 Pmepa1
17421 Nr3c1 Pnn
17422 Nr3c1 Pnrc1
17423 Nr3c1 Pomp
17424 Nr3c1 Ppia
17425 Nr3c1 Ppp2r2a
17426 Nr3c1 Prdx1
17427 Nr3c1 Psmb1
17428 Nr3c1 Psmb2
17429 Nr3c1 Psmc4
17430 Nr3c1 Psmd12
17431 Nr3c1 Psmd8
17432 Nr3c1 Ptp4a2
17433 Nr3c1 Ptpn11
17434 Nr3c1 Rab10
17435 Nr3c1 Rab7
17436 Nr3c1 Rac1
17437 Nr3c1 Ranbp1
17438 Nr3c1 Rangap1
17439 Nr3c1 Rbms1
17440 Nr3c1 Rbx1
17441 Nr3c1 Rin2
17442 Nr3c1 Chmp3
17443 Nr3c1 Rnf11
17444 Nr3c1 Rnh1
17445 Nr3c1 Rpl12
17446 Nr3c1 Rpl17
17447 Nr3c1 Rpl27a
17448 Nr3c1 Rpl38
17449 Nr3c1 Rpl6
17450 Nr3c1 Rps11
17451 Nr3c1 Rps19
17452 Nr3c1 Rps27l
17453 Nr3c1 Rps5
17454 Nr3c1 Rtn4
17455 Nr3c1 S100a10
17456 Nr3c1 S100a6
17457 Nr3c1 Sat1
17458 Nr3c1 Sdc4
17459 Nr3c1 Sec62
17460 Nr3c1 Serbp1
17461 Nr3c1 Sf3b1
17462 Nr3c1 Sfr1
17463 Nr3c1 Sh3glb1
17464 Nr3c1 Slc25a3
17465 Nr3c1 Snrnp70
17466 Nr3c1 Snrpb
17467 Nr3c1 Sparc
17468 Nr3c1 Sqstm1
17469 Nr3c1 Srsf2
17470 Nr3c1 Ssb
17471 Nr3c1 St13
17472 Nr3c1 Supt5
17473 Nr3c1 Syap1
17474 Nr3c1 Taok1
17475 Nr3c1 Tes
17476 Nr3c1 Tm9sf3
17477 Nr3c1 Tmem234
17478 Nr3c1 Tmem50a
17479 Nr3c1 Tmod3
17480 Nr3c1 Tnfrsf12a
17481 Nr3c1 Tnip3
17482 Nr3c1 Tpd52
17483 Nr3c1 Tpm1
17484 Nr3c1 Tpm3
17485 Nr3c1 Tpm3-rs7
17486 Nr3c1 Tra2b
17487 Nr3c1 Tspan8
17488 Nr3c1 Tuba1c
17489 Nr3c1 Txn1
17490 Nr3c1 Txnl1
17491 Nr3c1 Txnrd1
17492 Nr3c1 Ubc
17493 Nr3c1 Ube2b
17494 Nr3c1 Ube2k
17495 Nr3c1 Ube2r2
17496 Nr3c1 Vdac2
17497 Nr3c1 Vmp1
17498 Nr3c1 Vti1b
17499 Nr3c1 Wbp4
17500 Nr3c1 Wls
17501 Nr3c1 Xrn2
17502 Nr3c1 Ywhah
17503 Nr3c1 Ywhaz
17504 Nr3c1 Zc3h15
17505 Nr3c1 Zcrb1
17506 Nr3c1 Zfand5
17507 Nr3c1 Zfp36l1
17508 Nr3c1 2200002D01Rik
17509 Nr3c1 Calr
17510 Nr3c1 Jun
17511 Nr3c1 Ncl
17512 Nr3c1 Psme2
17513 Nr3c1 Rps16
17514 Nr3c1 Sfn
17515 Nr3c1 Trp53
17516 Nr3c1 Tsg101
17517 Nr3c1 Ubb
17518 Nr3c1 Hsp90ab1
17519 Nr3c1 Aldoa
17520 Nr3c1 Canx
17521 Nr3c1 Cdc123
17522 Nr3c1 Cox5b
17523 Nr3c1 Eif2s2
17524 Nr3c1 Etf1
17525 Nr3c1 Gng5
17526 Nr3c1 Kras
17527 Nr3c1 Laptm4a
17528 Nr3c1 Mtdh
17529 Nr3c1 Myl12a
17530 Nr3c1 Rpl19
17531 Nr3c1 Rpl35
17532 Nr3c1 Rps23
17533 Nr3c1 Serpinb6a
17534 Nr3c1 Tjp2
17535 Nr3c1 Tmem59
17536 Nr3c1 Txndc17
17537 Nr3c1 Ubxn1
17538 Nr3c1 BC005537
17539 Nr3c1 Grb2
17540 Nr3c1 Icam1
17541 Smarca4 Actb
17542 Smarca4 Actg1
17543 Smarca4 Ano6
17544 Smarca4 Anxa1
17545 Smarca4 Anxa2
17546 Smarca4 Anxa5
17547 Smarca4 Anxa7
17548 Smarca4 App
17549 Smarca4 Arl4c
17550 Smarca4 Arpc2
17551 Smarca4 Atxn10
17552 Smarca4 Bnip2
17553 Smarca4 Bnip3l
17554 Smarca4 Bzw1
17555 Smarca4 Cacybp
17556 Smarca4 Cald1
17557 Smarca4 Calm2
17558 Smarca4 Canx
17559 Smarca4 Ccnd2
17560 Smarca4 Ccnl1
17561 Smarca4 Cct3
17562 Smarca4 Cd151
17563 Smarca4 Cd81
17564 Smarca4 Cdkn1a
17565 Smarca4 Chmp4b
17566 Smarca4 Cldn18
17567 Smarca4 Cldn4
17568 Smarca4 Clic1
17569 Smarca4 Clic4
17570 Smarca4 Cnbp
17571 Smarca4 Commd3
17572 Smarca4 Csnk1a1
17573 Smarca4 Ctnna1
17574 Smarca4 Cyc1
17575 Smarca4 Dnaja1
17576 Smarca4 Dstn
17577 Smarca4 Eef1a1
17578 Smarca4 Ehd4
17579 Smarca4 Eif1a
17580 Smarca4 Eif2s2
17581 Smarca4 Eif4g2
17582 Smarca4 Etf1
17583 Smarca4 Ezr
17584 Smarca4 F3
17585 Smarca4 Fam104a
17586 Smarca4 Fermt2
17587 Smarca4 G3bp2
17588 Smarca4 Golga4
17589 Smarca4 Gpx1
17590 Smarca4 Grb2
17591 Smarca4 Hbegf
17592 Smarca4 Hnrnpa2b1
17593 Smarca4 Hsp90aa1
17594 Smarca4 Hspa8
17595 Smarca4 Hspb1
17596 Smarca4 Icam1
17597 Smarca4 Igfbp7
17598 Smarca4 Itgb1
17599 Smarca4 Jund
17600 Smarca4 Kif5b
17601 Smarca4 Klf6
17602 Smarca4 Krt18
17603 Smarca4 Krt19
17604 Smarca4 Krt8
17605 Smarca4 Lamc2
17606 Smarca4 Leo1
17607 Smarca4 Lgals3
17608 Smarca4 Lmna
17609 Smarca4 Lmo7
17610 Smarca4 Lpp
17611 Smarca4 Lrrc58
17612 Smarca4 Lrrfip2
17613 Smarca4 M6pr
17614 Smarca4 Mdm2
17615 Smarca4 Mfge8
17616 Smarca4 Myl12b
17617 Smarca4 Myl12a
17618 Smarca4 Nars
17619 Smarca4 Ndufa4
17620 Smarca4 Nfkbia
17621 Smarca4 Npm1
17622 Smarca4 Ociad1
17623 Smarca4 Otud7b
17624 Smarca4 Pabpc1
17625 Smarca4 Pdgfa
17626 Smarca4 Pdlim1
17627 Smarca4 Phlda1
17628 Smarca4 Picalm
17629 Smarca4 Pkm
17630 Smarca4 Plin2
17631 Smarca4 Pnrc1
17632 Smarca4 Ppp2r2a
17633 Smarca4 Prpf40a
17634 Smarca4 Psmb2
17635 Smarca4 Psmb6
17636 Smarca4 Psmc1
17637 Smarca4 Psmc4
17638 Smarca4 Psmd7
17639 Smarca4 Ptpn11
17640 Smarca4 Rab7
17641 Smarca4 Ran
17642 Smarca4 Rin2
17643 Smarca4 Rpl12
17644 Smarca4 Rpl32
17645 Smarca4 Rpl35
17646 Smarca4 Rtn4
17647 Smarca4 S100a10
17648 Smarca4 Sbds
17649 Smarca4 Sec62
17650 Smarca4 Sf3b1
17651 Smarca4 Sfr1
17652 Smarca4 Sh3glb1
17653 Smarca4 Snrpb
17654 Smarca4 Sqstm1
17655 Smarca4 Srsf2
17656 Smarca4 Srsf5
17657 Smarca4 Ssb
17658 Smarca4 Taldo1
17659 Smarca4 Tax1bp1
17660 Smarca4 Tbrg1
17661 Smarca4 Tjp2
17662 Smarca4 Tm9sf3
17663 Smarca4 Tmem59
17664 Smarca4 Trp53
17665 Smarca4 Tpd52
17666 Smarca4 Tra2b
17667 Smarca4 Tsg101
17668 Smarca4 Txndc17
17669 Smarca4 Txnl1
17670 Smarca4 Txnrd1
17671 Smarca4 Ubc
17672 Smarca4 Vmp1
17673 Smarca4 Wbp4
17674 Smarca4 Xrn2
17675 Smarca4 Ywhaz
17676 Smarca4 Zc3h15
17677 Smarca4 Zfand5
17678 Smarca4 Zfp36l1
17679 Smarca4 Aldoa
17680 Smarca4 Ftl1
17681 Smarca4 Gapdh
17682 Smarca4 H3f3b
17683 Smarca4 Hsp90ab1
17684 Smarca4 Hspa5
17685 Smarca4 Ier3
17686 Smarca4 Ranbp1
17687 Smarca4 Rpl13a
17688 Smarca4 Rps11
17689 Smarca4 Rps18
17690 Smarca4 S100a6
17691 Smarca4 Tpm4
17692 Smarca4 Cd44
17693 Smarca4 Hnrnpu
17694 Smarca4 Ccnd1
17695 Smarca4 Calm1
17696 Smarca4 Sparc
17697 Smarca4 Acbd5
17698 Smarca4 Arpp19
17699 Smarca4 Cast
17700 Smarca4 Cdc123
17701 Smarca4 Ctsl
17702 Smarca4 Eif6
17703 Smarca4 Gadd45b
17704 Smarca4 Gng5
17705 Smarca4 Kras
17706 Smarca4 Laptm4a
17707 Smarca4 Mif
17708 Smarca4 Mtdh
17709 Smarca4 Ndufa5
17710 Smarca4 Nptn
17711 Smarca4 Mpp5
17712 Smarca4 Pam
17713 Smarca4 Ppia
17714 Smarca4 Rab10
17715 Smarca4 Rpl19
17716 Smarca4 Rps16
17717 Smarca4 Rps19bp1
17718 Smarca4 Rps23
17719 Smarca4 Sat1
17720 Smarca4 Tnfrsf12a
17721 Smarca4 Ccdc25
17722 Smarca4 Cltb
17723 Smarca4 Jun
17724 Smarca4 Naa15
17725 Smarca4 Nupr1
17726 Smarca4 Rbms1
17727 Smarca4 Rps27l
17728 Smarca4 Tes
17729 Smarca4 Timp2
17730 Smarcc1 Actb
17731 Smarcc1 Ahnak
17732 Smarcc1 Ano6
17733 Smarcc1 Anxa3
17734 Smarcc1 Anxa5
17735 Smarcc1 App
17736 Smarcc1 Arl1
17737 Smarcc1 Arpc5
17738 Smarcc1 Atp6v0b
17739 Smarcc1 Atp6v1d
17740 Smarcc1 Cacybp
17741 Smarcc1 Cd2ap
17742 Smarcc1 Cd44
17743 Smarcc1 Cd63
17744 Smarcc1 Cd9
17745 Smarcc1 Chmp3
17746 Smarcc1 Chmp4b
17747 Smarcc1 Cldn4
17748 Smarcc1 Cltb
17749 Smarcc1 Clu
17750 Smarcc1 Csnk1a1
17751 Smarcc1 Ctnna1
17752 Smarcc1 Cystm1
17753 Smarcc1 Denr
17754 Smarcc1 Dnm1l
17755 Smarcc1 Eif2s2
17756 Smarcc1 Eif3a
17757 Smarcc1 Eif4g2
17758 Smarcc1 Eif5b
17759 Smarcc1 Emp2
17760 Smarcc1 Epcam
17761 Smarcc1 F11r
17762 Smarcc1 F3
17763 Smarcc1 Fam104a
17764 Smarcc1 Fnbp1l
17765 Smarcc1 Ftl1
17766 Smarcc1 Gadd45b
17767 Smarcc1 Gapdh
17768 Smarcc1 Golga4
17769 Smarcc1 Jun
17770 Smarcc1 Kras
17771 Smarcc1 Krt19
17772 Smarcc1 Krt7
17773 Smarcc1 Lamb3
17774 Smarcc1 Leo1
17775 Smarcc1 Lmna
17776 Smarcc1 Lsr
17777 Smarcc1 M6pr
17778 Smarcc1 Metap2
17779 Smarcc1 Ndufa4
17780 Smarcc1 Nptn
17781 Smarcc1 Otud7b
17782 Smarcc1 Mpp5
17783 Smarcc1 Pdap1
17784 Smarcc1 Pdlim1
17785 Smarcc1 Pfn1
17786 Smarcc1 Phlda1
17787 Smarcc1 Psma2
17788 Smarcc1 Psma5
17789 Smarcc1 Psmc3
17790 Smarcc1 Psmd11
17791 Smarcc1 Ptp4a2
17792 Smarcc1 Ptpn11
17793 Smarcc1 Rab6a
17794 Smarcc1 Rab7
17795 Smarcc1 Rala
17796 Smarcc1 Rpl27a
17797 Smarcc1 Rpl28
17798 Smarcc1 Rps27l
17799 Smarcc1 Rtn4
17800 Smarcc1 S100a10
17801 Smarcc1 S100a14
17802 Smarcc1 Sat1
17803 Smarcc1 Sec62
17804 Smarcc1 Sfn
17805 Smarcc1 Sfr1
17806 Smarcc1 Snx3
17807 Smarcc1 Sox4
17808 Smarcc1 Supt5
17809 Smarcc1 Syap1
17810 Smarcc1 Tax1bp1
17811 Smarcc1 Tes
17812 Smarcc1 Tjp2
17813 Smarcc1 Tmem59
17814 Smarcc1 Tnfrsf12a
17815 Smarcc1 Tpd52l2
17816 Smarcc1 Tsg101
17817 Smarcc1 Txndc9
17818 Smarcc1 Txnl1
17819 Smarcc1 Txnrd1
17820 Smarcc1 Ubxn1
17821 Smarcc1 Wls
